index par epar mag
50426 2.86 1.72 10.237
50427 7.74 1.35 9.369
50428 11.68 1.1 8.139
50429 3.19 1.7 9.786
50430 4.87 0.78 8.435
50431 15.87 1.09 8.642
50432 5.02 1.11 8.492
50433 1.55 0.81 7.744
50434 6.24 1.48 8.204
50435 32.38 0.99 7.083
50436 2.54 0.86 8.164
50437 3.86 1.33 8.082
50438 7 0.9 7.12
50439 9.32 0.87 8.746
50440 8.29 0.95 8.045
50441 3.28 1.19 8.338
50442 5.92 0.58 5.955
50443 6.28 0.69 7.874
50444 4.21 0.64 8.372
50445 3.4 1.04 8.109
50446 3.13 0.97 8.198
50447 28.08 0.81 6.586
50448 5.09 1.08 9.311
50449 12.61 1.71 9.044
50450 1.37 1.91 10.918
50451 21.12 0.78 7.696
50452 10.71 1.23 9.501
50453 4.6 1.08 8.101
50454 5.36 0.68 6.45
50455 27.91 0.51 5.862
50456 1.57 0.72 8.042
50457 2.81 1.53 9.527
50458 7.89 1.53 9.458
50459 0.67 1.25 9.31
50460 3.96 1.42 8.807
50461 2.34 1.18 8.99
50462 3.58 1.14 9.261
50463 2.8 1.28 8.447
50464 2.52 1.12 8.73
50465 5.73 0.71 8.052
50466 4.87 1.02 7.695
50467 48.45 0.85 6.723
50468 20.2 1.24 8.885
50469 4.03 1.21 9.078
50470 9.05 0.84 6.854
50471 3.93 0.87 6.553
50472 1.72 0.94 8.478
50473 2.15 0.8 8.629
50474 0.95 1.16 8.667
50475 19.63 0.83 6.887
50476 2.2 1.33 9.154
50477 21.45 0.97 7.884
50478 2.78 0.84 6.57
50479 4.97 1.09 9.142
50480 6.06 0.88 NA
50481 0.6 0.6 6.857
50482 11.18 0.87 5.62
50483 6.75 1.09 8.675
50484 2.89 1.32 9.153
50485 6.03 1.22 8.404
50486 16.86 2.13 9.057
50487 5.94 0.72 6.74
50488 6.18 0.73 7.113
50489 0.89 1.24 9.268
50490 2.78 1.01 7.744
50491 2.79 0.8 7.908
50492 2.15 0.68 8.12
50493 0.89 0.67 8.119
50494 10.16 1.49 9.972
50495 6.66 0.99 8.003
50496 24.63 0.99 8.123
50497 0.77 1.28 8.585
50498 15.01 1.33 6.054
50499 1.96 0.87 8.975
50500 5.58 1.57 9.778
50501 10.07 1.08 7.897
50502 1.75 1.07 8.728
50503 0.1 1.3 9.126
50504 5.36 1.2 8.176
50505 6.06 1.77 9.692
50506 1.66 1.27 9.803
50507 4.54 1.85 10.53
50508 23.08 0.72 6.114
50509 3.32 1.16 7.91
50510 2.23 1.49 9.849
50511 4.6 1.1 8.184
50512 2.71 0.76 7.957
50513 1.12 0.86 8.547
50514 11.14 0.85 6.465
50515 12.89 1.09 8.662
50516 12.91 0.93 7.76
50517 2.19 0.48 4.751
50518 6.57 1.58 10.502
50519 1.01 1.17 8.557
50520 10.4 0.99 7.745
50521 3.56 0.82 7.5
50522 0.88 1.19 9.055
50523 3.28 0.55 6.93
50524 1.63 0.58 6.503
50525 -1.47 1.69 9.175
50526 47.24 0.82 4.834
50527 1.58 1.13 9.15
50528 -0.34 1.2 9.259
50529 7.06 1.78 9.578
50530 9.42 0.98 8.357
50531 3.16 1.01 9.954
50532 2.48 0.95 7.882
50533 1.77 0.91 7.561
50534 NA NA NA
50535 2.98 1.01 8.764
50536 7.54 0.6 6.709
50537 7.23 1.6 6.913
50538 1.44 0.7 7.663
50539 4.68 0.86 8.906
50540 0.41 0.74 8.422
50541 2.18 0.94 7.877
50542 3.45 1.28 9.529
50543 3.46 2.44 10.735
50544 19.73 1.17 9.153
50545 25.96 0.83 2.366
50546 18.77 1.05 6.344
50547 6.08 1.12 8.916
50548 1.62 0.92 9.08
50549 12.23 1.02 8.037
50550 8.92 1.43 9.462
50551 1.85 1.02 7.323
50552 3.31 0.68 7.31
50553 5.17 0.96 8.061
50554 0.68 1.17 9.164
50555 7.38 1.19 7.976
50556 2.39 0.86 8.232
50557 2.73 0.87 9.057
50558 2.09 0.69 7.923
50559 3.57 1.51 9.688
50560 0.08 0.67 7.234
50561 6.58 0.85 7.444
50562 1.35 1.37 9.391
50563 4.91 0.96 7.571
50564 7.67 1.01 7.406
50565 3.11 1.39 9.727
50566 13.45 0.63 7.857
50567 5 1.07 8.184
50568 32.7 0.77 6.521
50569 6.22 0.76 7.283
50570 4.22 0.98 7.664
50571 1.21 0.56 5.833
50572 2.75 2.31 NA
50573 4.89 1.51 8.645
50574 6.34 0.61 7.53
50575 1.55 1.18 8.972
50576 3.16 0.89 8.859
50577 1.93 1.22 10.323
50578 4.66 1.37 9.494
50579 16.32 1.19 8.868
50580 4.41 11.02 10.881
50581 1.65 0.64 7.956
50582 5.46 3.69 9.906
50583 8.77 0.99 8.281
50584 4.52 3.39 10.25
50585 4 1.32 7.855
50586 2.99 1.09 8.855
50587 8.05 4.55 10.559
50588 3.48 0.55 7.201
50589 13.77 2.12 11.196
50590 4.39 1.68 9.757
50591 6.85 1.07 8.781
50592 2.49 0.94 9.36
50593 3.17 1.03 8.812
50594 3.16 0.99 8.612
50595 2.35 1.02 8.772
50596 5.11 1.16 8.442
50597 7.13 0.72 6.143
50598 6.98 5.95 7.276
50599 7.14 2.6 9.669
50600 7.14 2.6 7.664
50601 1.98 1.8 9.835
50602 NA NA NA
50603 15.52 0.67 6.618
50604 0.45 1.07 8.986
50605 10.19 1.77 10.191
50606 3.19 0.83 8.328
50607 3.09 2.55 8.356
50608 1.52 0.68 7.746
50609 3.7 0.93 8.654
50610 6.05 2.14 8.639
50611 10.46 0.83 7.276
50612 3.71 0.87 7.645
50613 3.91 1.41 8.121
50614 4.27 0.81 7.86
50615 17.71 0.7 7.689
50616 3.32 1.51 9.682
50617 -1.15 0.83 8.535
50618 15.76 1.03 8.119
50619 31.51 1.29 9.528
50620 9.81 0.83 6.998
50621 1.85 0.67 7.675
50622 21.06 1.39 9.281
50623 16.56 0.77 7.55
50624 0.08 0.67 7.783
50625 8.76 0.94 8.088
50626 3.16 0.61 6.8
50627 2.5 2.02 10.805
50628 7.43 0.72 7.323
50629 1.99 1.4 9.581
50630 1.24 1.04 8.822
50631 0.28 2 8.278
50632 3.22 4.34 8.813
50633 28.89 0.84 7.235
50634 13.9 0.74 8.591
50635 6.7 0.89 7.258
50636 6.62 1.56 9.943
50637 1.74 0.84 9.215
50638 2.34 0.49 4.491
50639 3.15 1.02 9.036
50640 3.1 1.29 9.172
50641 1.63 1.5 10.512
50642 2.12 1.27 9.531
50643 17.87 1.27 9.221
50644 0.31 0.77 8.569
50645 3.25 1.1 8.787
50646 1.86 0.8 6.625
50647 7.95 0.62 5.912
50648 4.06 0.94 8.094
50649 4.8 0.74 6.778
50650 3.67 1.18 9.235
50651 2.43 1.04 8.672
50652 1.43 1.16 9.103
50653 1.24 1.14 9.002
50654 2.3 0.82 6.87
50655 17.24 0.74 6.549
50656 23.73 1.62 10.45
50657 2.97 0.64 7.338
50658 29.63 2.44 NA
50659 -0.72 1.9 NA
50660 9.31 1.01 7.695
50661 8.26 1.31 8.592
50662 9.45 1.12 8.703
50663 14.97 1.17 8.844
50664 2.04 0.81 8.356
50665 6.56 1.08 9.232
50666 3.08 1.2 8.172
50667 9.84 0.77 6.574
50668 1.06 1.4 9.641
50669 5.51 0.9 9.146
50670 2.95 0.96 8.351
50671 2.53 0.79 8.425
50672 1.97 0.98 8.254
50673 1.46 1.38 8.918
50674 0.31 0.85 7.995
50675 17.3 1.26 9.411
50676 13.52 2.09 8.836
50677 8.27 1.03 8.147
50678 6.8 1.52 9.467
50679 1.66 0.71 7.811
50680 6.99 1.42 9.649
50681 2.12 0.76 6.817
50682 8.15 1.17 7.886
50683 5.18 1.04 8.774
50684 1.02 0.81 8.935
50685 13.71 1.83 8.756
50686 10.06 0.85 8.288
50687 5.93 1.19 9.22
50688 4.78 1.09 8.843
50689 4.27 1.8 10.007
50690 8.73 0.74 6.495
50691 2.8 1.7 9.05
50692 2.66 1.01 8.127
50693 3.83 0.95 8.844
50694 2.89 1.3 7.937
50695 5.77 2.64 9.319
50696 2.82 0.9 7.608
50697 0.33 0.8 8.153
50698 12.09 0.75 8.533
50699 5.74 1.72 9.684
50700 3.15 0.99 8.623
50701 7.66 1.04 6.654
50702 1.62 0.79 8.962
50703 1.76 0.7 8.203
50704 21.13 0.89 7.667
50705 6.29 1.61 10.187
50706 4.73 1.27 8.828
50707 1.81 1.04 8.814
50708 18.16 1.78 8.073
50709 -0.73 1.48 10.208
50710 1.07 1.59 10.093
50711 0.04 1.24 9.06
50712 1.26 1.51 9.865
50713 5.73 0.83 7.516
50714 NA NA NA
50715 3.42 1.47 9.41
50716 21.55 1.46 9.79
50717 6.85 0.84 6.169
50718 3.53 0.88 7.516
50719 17.4 3.85 10.807
50720 2.77 0.92 8.416
50721 3.72 0.81 8.554
50722 19.5 1.33 9.115
50723 6.83 1.1 9.486
50724 2.92 1.18 9.279
50725 5.82 0.71 8.575
50726 2.64 0.73 7.117
50727 19.07 1.24 10.085
50728 7.47 2.02 7.591
50729 5.98 1.17 8.853
50730 5.78 0.79 7.246
50731 3.07 0.71 7.904
50732 1.94 1.3 8.999
50733 3.66 1.36 9.41
50734 6.31 0.97 7.433
50735 32.27 1.66 10.75
50736 4.13 1.28 9.281
50737 3.51 0.68 7.932
50738 17.85 2.19 10.88
50739 9.89 0.91 8.625
50740 4.73 0.84 7.589
50741 12.46 1.62 10.358
50742 0.98 0.61 7.539
50743 37.3 1.31 7.862
50744 4.52 0.96 8.106
50745 13.08 1.15 8.912
50746 16.07 1.12 8.915
50747 9.51 0.58 6.443
50748 25.65 0.7 5.793
50749 6.46 0.8 6.897
50750 6.95 0.86 7.986
50751 3.73 0.77 7.942
50752 4.63 0.74 6.126
50753 3.52 1.15 8.319
50754 3.49 0.96 6.825
50755 5.37 1.32 9.072
50756 9.32 1.03 9.82
50757 4.52 1.07 8.772
50758 29.4 2.69 NA
50759 7.92 0.65 7.927
50760 16.26 0.56 4.943
50761 3.46 1.06 8.887
50762 13.11 0.75 3.236
50763 98.17 79.48 NA
50764 28.01 1.93 10.509
50765 4.73 0.83 8.303
50766 23.42 0.93 7.565
50767 3.29 1.46 7.39
50768 9.47 1.02 7.821
50769 24.11 1.23 9.541
50770 49.88 2.71 10.731
50771 1.69 1.07 8.843
50772 2.35 1.15 8.783
50773 7.45 1.27 9.11
50774 0.42 1.65 9.348
50775 4.18 0.98 9.274
50776 8.01 1 7.811
50777 8.31 1.65 8.67
50778 3.71 0.81 8.582
50779 3.67 1.12 8.887
50780 7.84 0.85 7.512
50781 6.04 1.07 8.413
50782 5.24 0.92 9.703
50783 1.92 0.62 7.626
50784 1.8 1.58 10.122
50785 6.74 0.88 7.862
50786 3.65 1.22 9.744
50787 2.19 0.76 7.892
50788 15.46 1.36 9.189
50789 4.27 0.92 7.259
50790 6.7 0.85 8.529
50791 35.1 1.33 7.371
50792 4.66 1.15 8.532
50793 7.67 1.28 8.487
50794 2.08 0.92 8.193
50795 2.85 1.03 8.701
50796 9.69 1.09 9.352
50797 2.47 1.3 9.359
50798 3.48 1.27 8.488
50799 7.13 1.21 8.915
50800 5.4 0.85 8.348
50801 11.96 0.89 8.377
50802 3.09 1.16 8.794
50803 3.98 0.8 8.158
50804 0.57 0.93 8.915
50805 0.85 0.6 7.665
50806 4.4 0.81 9.406
50807 0.3 1.85 9.694
50808 1.56 0.73 8.493
50809 7.59 0.5 4.942
50810 3.73 0.83 7.239
50811 4.52 0.78 6.811
50812 1.26 1.16 8.795
50813 14.22 1.02 6.2
50814 3.58 0.87 7.621
50815 23.74 1.7 9.959
50816 1.82 1.2 8.958
50817 1.63 0.62 7.611
50818 2.62 1.46 9.527
50819 12.31 0.88 7.136
50820 4.56 1.56 9.474
50821 1.74 0.96 8.705
50822 14.18 0.85 5.91
50823 13.29 0.61 7.241
50824 2.56 0.91 8.391
50825 0.67 1.59 10.022
50826 4.3 1.08 8.867
50827 4.76 1.52 8.305
50828 18.76 1.05 9.712
50829 1.73 1 8.827
50830 18.63 0.71 6.292
50831 8.38 1.43 9.257
50832 17.96 0.87 6.577
50833 10.29 1.33 8.792
50834 5.82 1.05 8.214
50835 3.63 0.72 7.404
50836 18.64 0.9 6.693
50837 4.75 3.27 10.263
50838 0.95 2.08 10.482
50839 8.93 1.25 9.372
50840 4.92 1.34 9.349
50841 3.14 0.66 7.438
50842 0.86 2.19 NA
50843 3.45 0.75 8.367
50844 19.06 3.61 NA
50845 15.75 0.73 7.992
50846 5.52 1.1 8.757
50847 9.28 0.72 5.92
50848 2.31 0.77 8.392
50849 13.37 0.87 6.554
50850 24.7 0.7 5.366
50851 2.12 0.7 8.31
50852 13.37 0.71 7.211
50853 3.44 0.87 8.444
50854 9.18 0.99 8.312
50855 2.71 0.74 6.613
50856 2.84 1.48 9.51
50857 18.18 1.04 8.198
50858 5.83 0.86 7.928
50859 8.19 0.99 8.187
50860 0.66 0.74 8.34
50861 0.16 0.89 9.131
50862 4.9 0.98 8.501
50863 9.16 0.92 8.077
50864 5.54 1.97 9.501
50865 14.05 0.62 6.349
50866 0.11 0.71 8.194
50867 8.71 0.84 6.492
50868 5.13 0.95 9.6
50869 14.52 0.97 7.926
50870 21.06 1.49 NA
50871 2.07 1.59 8.711
50872 2.22 1.2 8.568
50873 7.58 0.99 8.658
50874 3.89 1.21 7.666
50875 9.23 0.7 8.472
50876 6.37 0.92 7.343
50877 7.33 0.74 6.885
50878 4.11 0.59 6.504
50879 0.01 1.37 9.772
50880 9.74 1.02 8.541
50881 1.22 0.77 8.419
50882 4.79 1.3 9.67
50883 45.26 0.75 7.013
50884 1.09 1.72 10.157
50885 4.31 1.13 8.81
50886 3.23 1.08 8.832
50887 10.29 1.09 8.97
50888 4.75 1.29 9.253
50889 7.38 1.06 7.835
50890 1.93 1.08 9.532
50891 4.55 1.01 7.267
50892 4.55 0.87 7.391
50893 3.44 0.95 9.076
50894 0.62 0.93 8.768
50895 10.84 0.52 4.932
50896 1.88 0.86 8.864
50897 7.97 0.78 5.647
50898 9.01 1.4 9.53
50899 2.69 0.78 7.602
50900 3.6 1.01 8.492
50901 9.95 0.79 6.427
50902 6.07 0.97 8.517
50903 14.55 1.75 7.193
50904 2.4 0.61 7.285
50905 2.26 1.5 9.732
50906 7.29 0.6 7.668
50907 36.65 1.9 10.176
50908 4.11 0.9 7.773
50909 5.2 1.28 9.173
50910 4.45 1.01 8.378
50911 3.46 1.32 9.703
50912 4.35 1 6.913
50913 3.97 1.01 7.202
50914 3.83 0.95 8.833
50915 3.37 0.92 7.708
50916 61.67 0.49 4.03
50917 5.91 1.04 8.027
50918 6.41 1.78 7.857
50919 2.78 1.82 10.02
50920 6.96 0.91 6.726
50921 4.51 0.75 7.176
50922 33.72 1.54 10.693
50923 3.53 0.95 8.959
50924 1.69 0.83 8.141
50925 3.99 1.15 8.961
50926 1.97 1.28 8.621
50927 9.7 1.42 9.927
50928 11.04 0.88 8.163
50929 5.47 1.19 9.427
50930 2.62 1.14 8.819
50931 2.56 0.85 7.716
50932 1.97 0.67 7.09
50933 7.66 0.59 6.953
50934 9.51 0.84 8.161
50935 11.21 0.86 8.193
50936 6.7 1.03 8.612
50937 7.4 0.51 6.187
50938 0.94 0.92 8.955
50939 3.44 0.92 8.298
50940 4.94 0.9 7.84
50941 0.59 1.91 10.528
50942 3.48 0.75 7.882
50943 0.76 0.85 8.152
50944 13.13 0.94 8.11
50945 3.4 2.42 9.288
50946 1.07 0.89 9.373
50947 1.68 0.94 8.603
50948 3.26 1.08 8.374
50949 4.55 0.77 7.035
50950 7.35 1.27 9.043
50951 0.63 1.01 8.873
50952 7.28 1.04 8.295
50953 2.6 0.9 8.387
50954 10.98 0.54 5.959
50955 -0.93 2.27 11.062
50956 0.51 1.1 9.585
50957 2.61 0.77 7.715
50958 1.11 0.78 8.241
50959 18.55 0.97 7.962
50960 15.03 2.97 8.555
50961 1.02 1.18 8.453
50962 5.61 0.87 7.534
50963 15.86 0.58 6.828
50964 6.24 0.76 7.692
50965 6.03 1.09 9.048
50966 2.54 1.82 9.782
50967 2.77 1.15 8.153
50968 0.06 0.78 8.037
50969 80.07 1.8 NA
50970 4.63 0.84 5.811
50971 0.62 1.85 10.982
50972 12.5 0.96 8.314
50973 3.86 0.59 6.986
50974 0.87 0.73 7.876
50975 1.57 1.07 9.203
50976 5.56 0.62 6.294
50977 4.76 1.32 9.587
50978 5.91 1.28 8.99
50979 0.63 1.22 8.053
50980 16.88 1.18 8.847
50981 1.59 1.18 8.951
50982 4.7 1.39 9.187
50983 4.02 0.71 6.789
50984 1.63 1.09 8.89
50985 6.3 1.39 8.475
50986 13.96 2.97 11.026
50987 2.48 0.81 8.755
50988 2.01 0.77 7.322
50989 13.31 1.17 8.541
50990 11.16 0.93 8.31
50991 5.88 0.83 6.741
50992 3.94 1.87 9.03
50993 9.22 1.18 9.512
50994 7.35 1.19 8.052
50995 3.96 1.07 8.637
50996 3.28 1.03 8.487
50997 5.83 0.96 7.924
50998 5.25 1.28 7.424
50999 5.84 0.77 7.146
51000 2.49 1.34 9.483
51001 1.77 1.02 8.484
51002 3.95 1.75 10.744
51003 1.94 1.18 9.085
51004 3.63 1.07 8.188
51005 3.04 1.3 9.61
51006 4.11 1.01 7.8
51007 3.21 1.5 10.212
51008 9.91 0.83 5.775
51009 7.9 0.87 6.596
51010 0.47 0.67 8.07
51011 3.26 0.58 7.199
51012 7.4 0.68 7.972
51013 1.69 1.52 9.698
51014 6.22 0.84 7.308
51015 11.59 1.27 8.832
51016 10.87 0.82 7.531
51017 5.36 2.54 9.685
51018 15.76 0.8 4.756
51019 2.29 1.08 7.909
51020 0.68 1.33 8.536
51021 1.21 0.95 8.989
51022 8.83 1.14 8.397
51023 6.37 1.15 6.991
51024 12.22 1.69 7.404
51025 2.12 1.02 9.385
51026 2.98 1.06 8.692
51027 4.07 0.85 7.377
51028 3.61 1.22 9.103
51029 4.85 1.27 8.956
51030 11.51 1.51 8.75
51031 13.14 0.79 3.993
51032 5.26 1.07 8.648
51033 0.75 0.81 8.042
51034 4.22 2.72 9.379
51035 29.15 2.23 NA
51036 18.2 0.76 8.674
51037 8.02 0.98 6.684
51038 5.74 1.31 9.643
51039 9.83 0.64 6.257
51040 15.44 0.72 7.579
51041 3.75 1.01 8.184
51042 5.52 1.02 8.605
51043 2.92 0.66 7.912
51044 4.55 0.94 8.396
51045 6.23 0.61 7.057
51046 2.25 0.71 8.431
51047 1.97 1.39 9.351
51048 4.17 0.85 7.312
51049 1.56 1.25 7.199
51050 4.15 1.37 10.099
51051 1.35 1.02 8.961
51052 5.27 0.87 6.996
51053 5.73 0.9 7.659
51054 8.12 2.36 8.686
51055 1.55 1 9.039
51056 7.02 4.79 9.305
51057 9.05 1.03 8.968
51058 6.51 1.46 9.439
51059 5.43 0.8 7.084
51060 1.63 1.32 9.188
51061 2.92 1.4 8.799
51062 5.96 0.98 8.87
51063 4.27 0.94 8.429
51064 0.45 1.05 8.338
51065 0.09 1.14 9.425
51066 6.98 0.7 6.911
51067 7.14 1.02 7.314
51068 3.2 1.02 8.317
51069 4.55 0.9 7.826
51070 3.36 1.47 9.681
51071 1.72 1.18 9.744
51072 0.32 1.58 10.116
51073 2.86 0.94 8.478
51074 -0.28 1.11 8.656
51075 15.3 1.33 9.416
51076 0.84 1.5 10.079
51077 13.59 0.99 8.375
51078 2.56 0.87 9.026
51079 4.32 0.75 6.487
51080 3.52 0.98 8.337
51081 8.6 1.02 8.709
51082 3.44 0.98 8.241
51083 7.58 0.61 7.827
51084 7.25 1.26 8.35
51085 8.7 1.02 8.399
51086 4.33 1.66 9.79
51087 14.2 1.13 8.75
51088 4.23 1.15 9.17
51089 32.5 1.62 9.826
51090 19.88 0.95 8.418
51091 5.56 1.05 8.223
51092 9.74 0.58 6.589
51093 7.01 0.64 7.427
51094 3.7 1.94 10.729
51095 2.74 0.91 7.483
51096 0.7 1.24 8.855
51097 5.18 0.83 6.655
51098 -0.19 0.84 8.5
51099 2.3 0.96 8.446
51100 36.97 2.29 9.914
51101 1.74 1.02 8.894
51102 2.04 0.5 5.74
51103 3.02 0.53 6.823
51104 -0.64 1.12 9.616
51105 4.78 0.93 8.298
51106 3.33 3.58 9.3
51107 11.67 2.7 7.414
51108 2.22 0.85 7.386
51109 14.04 1.36 7.785
51110 3.66 1.24 8.941
51111 0.26 0.62 7.132
51112 0.42 3.46 10.51
51113 0.33 0.69 8.517
51114 4.67 0.87 7.679
51115 3.72 1.08 8.546
51116 1.78 0.89 9.089
51117 2.97 1.06 8.051
51118 10.37 1.17 9.104
51119 34.76 1.09 8.327
51120 10.14 1.98 7.838
51121 14.35 1.89 9.037
51122 3.48 2.71 9.597
51123 9.92 0.91 6.264
51124 -10.51 13.42 10.28
51125 12.36 1.16 8.859
51126 3.32 0.98 8.12
51127 13.48 1.34 9.09
51128 7.29 1.2 8.962
51129 10.64 3.47 10.297
51130 1.61 1.24 8.977
51131 4.09 0.67 8.26
51132 3.03 1.02 7.771
51133 19.31 3.57 8.646
51134 8.9 0.68 4.436
51135 6.69 0.68 7.107
51136 0.67 0.84 8.483
51137 -0.61 1 8.12
51138 3.61 0.98 9.36
51139 12.92 0.67 7.629
51140 20.87 0.99 8.445
51141 8.63 0.84 6.737
51142 7.67 1.63 9.326
51143 3.56 1.78 10.622
51144 5.43 1.19 9
51145 0.49 1.56 8.933
51146 3.12 0.96 7.948
51147 4.13 0.94 7.846
51148 2.43 1.06 8.397
51149 1.79 1.03 8.197
51150 0.44 1.43 9.445
51151 4.09 1.3 8.09
51152 0.37 1.33 8.414
51153 1.72 2.76 NA
51154 -0.01 0.54 4.734
51155 3.61 0.8 7.085
51156 14.22 0.53 6.009
51157 9.21 1.21 7.919
51158 7.79 1.33 8.58
51159 25.78 1.21 9.453
51160 4.75 5.24 10.144
51161 15.93 1.15 9.06
51162 15.09 0.7 6.029
51163 5.21 1.04 8.088
51164 6.81 0.76 8.216
51165 6.25 0.78 8.336
51166 7.27 1.45 7.341
51167 3.77 1.07 8.113
51168 10.59 0.83 7.774
51169 4.66 1.02 8.759
51170 21.2 1.76 NA
51171 3.84 0.96 8.371
51172 7.88 0.91 8.028
51173 6.03 0.87 7.619
51174 4.74 0.78 8.106
51175 8.47 0.83 6.002
51176 2.44 0.93 8.62
51177 2.37 1.22 9.025
51178 13.9 0.81 8.423
51179 6.29 0.75 7.196
51180 16.28 1.73 10.121
51181 3.78 1.22 8.459
51182 1.02 0.99 8.199
51183 5.99 1.72 10.044
51184 6.35 0.83 7.172
51185 3.71 0.81 8.024
51186 6.19 0.77 6.966
51187 4.67 1.01 9.261
51188 6.66 0.78 7.453
51189 12.35 1.17 7.489
51190 25.63 0.87 7.595
51191 3.47 0.82 8.474
51192 3.57 1.34 9.671
51193 10.08 1.01 8.087
51194 3.13 0.53 3.858
51195 3.08 0.68 7.901
51196 22.34 0.87 4.31
51197 8.66 1.32 8.757
51198 1.69 0.67 7.4
51199 19.7 1.29 8.56
51200 3.7 1.38 9.561
51201 5.64 1.17 8.243
51202 8.37 0.97 8.308
51203 2.68 1.22 8.418
51204 0.44 0.78 8.337
51205 2.44 1.14 8.459
51206 1.43 0.91 8.23
51207 3.54 0.6 6.271
51208 3.21 0.59 6.801
51209 8.69 0.8 6.844
51210 42.45 0.77 6.504
51211 15.76 2.4 NA
51212 4.51 1.04 7.848
51213 0.43 1.32 8.366
51214 0 0.86 9.366
51215 1.5 1.16 9.182
51216 39.75 1.54 8.628
51217 10.89 1.85 8.532
51218 3.05 1.04 9.354
51219 31.12 0.94 7.943
51220 19.71 0.97 7.962
51221 13.55 0.87 7.503
51222 4.53 2.53 10.046
51223 6.09 0.84 7.652
51224 1.79 1.03 8.802
51225 28.83 1.61 9.739
51226 5.78 1.17 8.278
51227 1.6 0.57 6.425
51228 29.86 1.64 7.772
51229 16.02 1.32 9.361
51230 6.71 0.89 8.234
51231 4.98 2.48 9.3
51232 3.9 0.9 9.048
51233 41.16 0.96 9.007
51234 7.51 0.82 8.852
51235 1.25 0.77 8.883
51236 8.89 0.98 8.209
51237 6.07 1.17 9.23
51238 3.45 0.68 7.623
51239 4.05 0.92 7.668
51240 16.8 0.69 7.774
51241 11.74 0.97 7.373
51242 27.24 3.21 NA
51243 5.5 1.33 8.849
51244 6.64 1.32 9.538
51245 2.92 1.01 7.721
51246 14.43 1.35 8.801
51247 4.59 0.59 7.667
51248 1.65 0.72 8.106
51249 5.34 0.87 7.565
51250 1 1.68 8.708
51251 0.74 1.18 9.749
51252 4.27 0.82 6.508
51253 8.62 0.83 6.82
51254 2.78 0.98 9.12
51255 12.67 1.26 8.968
51256 4.79 0.65 6.69
51257 10.16 1.66 7.137
51258 3.18 1.31 9.132
51259 29.83 1.03 8.968
51260 10.43 1.25 9.278
51261 8.77 0.95 7.143
51262 8 0.98 9.288
51263 12.27 1.61 8.853
51264 13.38 0.77 6.047
51265 3.85 1.07 8.119
51266 4.88 1.85 9.983
51267 6.08 0.99 8.286
51268 -0.35 3.71 8.786
51269 6.24 0.61 6.796
51270 0.69 2.32 8.263
51271 5.63 0.86 6.953
51272 1.24 0.64 7.645
51273 1.31 1.4 8.731
51274 22 1 7.9
51275 1.04 0.51 5.511
51276 2.19 0.82 8.447
51277 4.27 0.88 8.326
51278 2.43 1.07 8.563
51279 138.29 2.13 9.755
51280 3.65 1.28 8.131
51281 9.54 0.85 8.872
51282 9.78 2.4 8.59
51283 5.29 1.03 7.47
51284 2.12 0.86 7.731
51285 1.78 0.71 8.136
51286 12.91 1.53 9.625
51287 4.16 0.85 6.732
51288 2.28 1.1 8.38
51289 5.2 0.61 6.635
51290 1.55 1.06 9.062
51291 6.78 3.71 8.941
51292 5.75 1.08 8.162
51293 8.22 1.35 9.604
51294 3.28 1.08 8.758
51295 4.93 0.84 7.333
51296 4.92 1.24 9.094
51297 5.18 0.96 8.22
51298 4.31 2.2 10.898
51299 14.12 1.12 8.968
51300 0 0.87 8.332
51301 5.16 1.7 9.84
51302 12.56 1.22 8.716
51303 2.56 1.07 8.738
51304 2.56 1.26 8.801
51305 12.46 3.09 NA
51306 -0.89 1.7 9.698
51307 4.84 1.4 8.729
51308 2.45 1.43 9.006
51309 3.36 1.91 9.443
51310 1.3 1.47 10.152
51311 4.87 1.09 8.672
51312 6.39 1 8.629
51313 0.7 1.44 9.353
51314 15.67 1.28 9.57
51315 3.58 2.06 10.712
51316 0.83 1.57 9.967
51317 3.42 2.04 9.791
51318 1.35 1.21 10.127
51319 5.9 0.83 7.517
51320 0.46 1.16 8.897
51321 0.01 0.83 8.868
51322 13.03 1.06 7.31
51323 5.04 1.03 8.717
51324 10.87 0.72 5.176
51325 4.21 0.85 8.472
51326 8.42 0.65 5.738
51327 5.96 0.74 8.911
51328 6.17 0.89 7.808
51329 1.38 1.98 NA
51330 7.96 1.12 8.729
51331 1.48 1.18 9.312
51332 10.77 1.51 9.435
51333 2.09 1.51 9.586
51334 17.93 1.02 8.433
51335 0.66 0.82 7.516
51336 1.03 0.82 8.911
51337 1.3 1.64 9.449
51338 6.78 0.74 5.566
51339 7.16 1.01 7.969
51340 2.22 1.27 9.13
51341 3.98 0.76 6.999
51342 2.93 1.24 9.07
51343 4.7 0.88 7.416
51344 4.61 1.29 9.699
51345 3.98 1.03 8.768
51346 7.14 0.92 7.147
51347 24.52 0.96 5.549
51348 31.68 1.04 6.956
51349 1.48 1.03 8.678
51350 1.48 1.28 8.828
51351 4.1 1.11 8.334
51352 1.95 1.14 8.234
51353 3.61 0.82 7.466
51354 5.38 1.32 8.922
51355 3.22 10.01 9.204
51356 10.45 2.4 7.767
51357 4.28 0.77 8.491
51358 11.68 1.27 8.587
51359 3.19 1.22 9.274
51360 -4.36 1.94 10.302
51361 5.93 0.97 7.014
